PlayerID,Name,Age,Team,Nacionalidad,Position,PreferredFoot,Matches,Minutes,Goals,Assists,Shots,Passes,PassAccuracy,Tackles,Interceptions,Dribbles,Fouls,YellowCards,RedCards,ValueMercado,Wages,Height,Weight,SprintSpeed,Stamina,OverallRating,Potential,Recomendado_para_Scouting,stat_1,stat_2,stat_3,stat_4,stat_5,stat_6,stat_7,stat_8,stat_9,stat_10,stat_11,stat_12,stat_13,stat_14,stat_15,stat_16,stat_17,stat_18,stat_19,stat_20,stat_21,stat_22,stat_23,stat_24,stat_25,stat_26,stat_27,stat_28,stat_29,stat_30,stat_31,stat_32,stat_33,stat_34,stat_35,stat_36,stat_37,stat_38,stat_39,stat_40,stat_41,stat_42,stat_43,stat_44,stat_45,stat_46,stat_47,stat_48,stat_49,stat_50,stat_51,stat_52,stat_53,stat_54,stat_55,stat_56,stat_57,stat_58,stat_59,stat_60,stat_61,stat_62,stat_63,stat_64,stat_65,stat_66,stat_67,stat_68,stat_69,stat_70,stat_71
P100455,Player_0456,22,City Club,Perú,GK,Izquierdo,13,1144,0.0,0.0,29,526,80.8133701537606,28,12,15,8,0,1,391.0,19.038113903199694,176.88570476510284,71.63425378420196,75.23602040435003,90.37514080202143,71,72,No,78.53,61.66,60.46,47.71,44.49,44.58,47.76,51.97,58.13,55.64,43.52,32.17,55.67,45.66,74.11,63.68,55.11,38.67,29.73,50.04,52.19,23.95,57.1,50.74,9.94,37.16,38.16,31.7,55.81,76.82,56.95,59.48,38.36,57.65,47.25,50.01,40.95,26.33,63.79,52.42,46.56,77.38,35.05,59.6,80.8,56.28,32.6,64.68,41.82,40.78,36.46,74.43,43.93,36.2,68.7,26.19,50.96,39.8,59.09,43.65,28.83,52.16,43.11,62.63,51.01,82.12,41.65,67.59,44.75,48.18,61.34
P100456,Player_0457,21,Laguna FC,Uruguay,DEF,Derecho,24,1560,1.0,0.0,23,1356,81.66741343281176,16,17,23,10,1,1,301.0,8.612922079607433,170.66101226380732,76.939914254162,63.86415439636697,79.0681665956785,77,79,No,35.11,62.98,43.29,57.41,68.87,15.67,57.62,63.59,60.13,37.63,37.01,54.6,50.66,62.95,62.8,42.27,26.65,30.62,34.57,42.7,54.21,45.38,32.38,58.84,45.68,40.44,38.6,54.31,46.13,41.48,32.85,41.45,53.43,58.66,63.3,40.06,28.05,58.11,52.18,29.68,60.63,7.61,35.27,74.32,91.63,63.61,45.02,55.37,19.52,43.39,25.75,66.66,61.72,59.28,62.0,41.79,49.41,39.83,50.56,48.55,55.53,33.57,50.16,49.96,52.76,36.08,40.85,37.58,79.24,67.93,49.0
P100457,Player_0458,26,Rangers,España,FWD,Izquierdo,21,1428,9.0,5.0,47,1460,85.4817736282,26,9,16,6,2,0,1428.0,24.344329911544005,179.22865326310875,62.59018745303821,68.59562296610916,49.397350981935276,59,64,No,48.67,47.27,25.33,30.55,34.09,44.65,48.6,75.22,53.34,43.98,62.48,64.37,51.84,47.47,71.15,53.19,31.66,44.77,55.85,44.09,58.2,27.93,63.09,44.1,41.49,62.46,49.2,41.36,47.84,47.8,42.37,54.89,48.8,62.44,25.63,50.82,70.09,42.06,46.72,70.41,15.0,73.57,57.9,50.01,64.32,45.69,34.07,44.83,44.39,43.53,53.97,51.1,53.19,71.64,45.69,71.1,69.2,19.01,32.22,31.18,73.75,49.3,43.64,30.75,65.32,44.46,18.46,75.48,49.47,68.25,49.99
P100458,Player_0459,22,City Club,Brasil,MID,Izquierdo,14,882,,0.0,25,994,74.18001931542736,29,13,9,7,1,0,63.0,2.178328830801601,177.7777078049327,83.26275033870249,71.40496704499816,70.60044740934389,78,78,No,37.68,64.51,29.38,46.71,49.23,65.09,39.7,53.11,66.49,53.77,22.14,42.58,63.56,61.69,16.26,53.01,64.19,58.08,59.8,80.93,49.35,54.57,35.91,40.48,45.02,62.75,38.79,68.52,33.6,59.59,58.28,53.86,64.77,38.86,43.01,35.55,50.14,48.2,62.85,55.8,60.34,47.04,56.09,77.19,29.82,22.41,59.55,37.27,29.27,58.01,34.93,73.09,52.35,46.96,37.68,53.23,26.14,12.98,26.69,67.06,36.14,28.48,48.67,83.37,66.38,37.99,37.72,38.06,36.35,58.16,44.96
P100459,Player_0460,20,City Club,Brasil,FWD,Izquierdo,20,1580,6.0,2.0,29,599,79.23545253108,16,9,13,1,1,0,254.0,10.429722129918982,189.83421962491818,76.22315395788141,71.82465700851958,58.02620408286265,80,89,Sí,47.54,41.84,67.56,59.35,70.9,27.77,35.53,56.71,70.02,86.3,56.47,50.45,62.84,40.71,38.13,58.62,60.58,49.38,37.37,65.14,30.0,51.67,55.91,40.87,72.02,48.81,43.23,17.85,97.41,47.78,26.39,35.43,66.84,34.77,55.89,59.0,44.8,39.13,53.32,58.41,25.99,17.18,66.93,58.71,54.78,38.66,66.83,66.58,50.92,45.55,55.74,53.94,41.08,26.26,53.63,47.64,60.57,75.52,31.2,56.95,28.45,71.21,35.2,39.15,41.29,54.18,54.44,59.02,68.5,45.64,40.01
P100460,Player_0461,21,Laguna FC,España,FWD,Derecho,7,427,7.0,3.0,42,1044,81.63289693853508,18,10,15,5,1,0,219.0,9.368943210779051,180.08534169870373,75.4959266784778,90.24505674644986,70.42590222315957,62,71,No,32.4,42.68,65.02,21.9,61.38,45.26,70.38,68.62,84.94,64.31,38.37,64.41,53.51,39.27,63.82,51.14,88.98,56.32,46.75,18.92,19.32,43.97,60.89,66.22,64.41,21.02,39.95,37.25,62.89,45.1,68.7,50.7,45.1,47.72,29.2,42.21,57.75,48.04,28.16,9.74,29.58,33.7,63.73,31.74,42.9,31.53,55.31,60.33,58.88,48.76,53.16,64.03,44.68,47.28,65.34,48.56,51.15,69.97,44.39,61.83,60.34,53.35,52.14,27.45,78.01,46.85,59.36,64.86,55.47,68.93,63.75
P100461,Player_0462,17,Universidad A,Colombia,FWD,Derecho,20,1840,3.0,3.0,25,993,66.08590499701043,17,7,10,8,1,0,379.0,4.292576566078028,179.26987541699785,65.46880253788999,52.743099482283306,71.67887748996615,60,67,No,70.86,73.43,43.47,64.15,34.15,40.1,38.76,61.05,57.46,30.91,29.53,57.99,70.4,69.66,39.11,44.27,57.87,58.94,53.76,44.54,57.13,52.46,53.02,63.4,66.68,55.23,54.44,47.66,51.98,61.39,57.41,41.86,41.06,40.59,67.23,25.1,29.67,40.78,61.31,45.99,37.6,55.32,56.1,61.8,70.45,68.47,58.33,48.74,56.46,43.85,63.37,42.55,38.64,64.25,28.38,41.03,59.01,48.71,48.09,34.24,35.44,47.26,27.47,49.86,67.05,65.72,58.0,52.87,48.76,50.85,37.26
P100462,Player_0463,22,City Club,Portugal,MID,Derecho,19,1710,7.0,4.0,39,548,90.39977307424567,18,15,16,8,0,0,457.0,11.346043693710829,173.14592356529195,73.67994023001157,65.25726956072381,76.91856083824032,68,76,No,42.4,45.97,52.55,43.73,43.52,63.72,53.3,34.62,67.14,56.42,63.35,52.87,51.18,48.0,57.87,32.24,58.09,26.26,40.77,71.69,33.6,41.46,42.26,37.97,46.39,52.2,71.12,65.46,58.81,47.99,39.41,58.54,56.18,57.41,44.2,52.16,53.37,41.12,66.74,26.14,40.03,36.82,44.26,41.59,41.32,62.13,53.46,37.51,57.86,56.56,21.61,42.92,59.17,55.63,58.97,37.66,55.86,23.47,46.96,75.98,63.19,52.8,41.56,68.72,49.9,44.02,70.16,50.97,55.31,28.54,42.55
P100463,Player_0464,27,Rangers,España,FWD,Izquierdo,14,1036,5.0,0.0,28,982,66.8330236015581,10,11,17,14,0,0,692.0,32.012913750301195,186.1063301393619,61.30145248719459,61.88308278084589,74.2167833170969,55,59,No,38.63,31.03,47.58,54.27,66.38,48.94,39.25,64.5,55.2,49.43,43.74,36.19,59.36,49.15,27.09,46.33,63.87,83.95,46.12,61.66,43.99,51.58,54.86,71.13,66.86,59.31,37.74,57.52,72.64,58.46,60.49,52.2,45.3,58.07,46.92,26.48,70.32,60.04,20.51,13.14,47.13,59.19,40.97,36.54,47.77,47.77,46.46,32.7,52.57,50.13,27.51,57.16,44.36,38.08,52.59,45.33,44.48,37.72,54.05,67.92,48.88,39.94,63.01,51.1,29.16,53.22,39.81,61.57,20.86,48.25,66.74
P100464,Player_0465,23,Deportivo Sol,México,GK,Derecho,19,1444,0.0,1.0,18,959,65.59423591825954,16,11,12,6,1,0,1832.0,59.77008281926521,165.71925907447758,65.77259551243574,76.10453506151015,86.87941371802506,59,63,No,50.61,41.03,73.12,41.72,49.15,75.69,51.01,46.28,47.4,38.89,56.76,36.14,61.68,50.23,53.53,75.95,28.26,50.37,59.57,40.76,64.27,41.83,54.37,48.15,52.43,51.11,49.52,42.9,40.03,54.74,50.79,39.62,55.15,43.06,73.33,87.34,70.84,70.0,62.21,46.85,21.51,34.62,39.85,68.12,53.84,40.11,22.32,84.77,58.0,63.63,41.97,47.92,44.84,50.97,77.69,31.94,49.38,55.41,48.25,64.93,23.97,78.26,29.44,33.05,43.26,40.29,56.37,54.63,51.7,28.73,47.91
P100465,Player_0466,25,Marítimo,Brasil,MID,Izquierdo,28,2408,4.0,3.0,23,1369,78.07055847339902,18,11,21,3,1,0,97.0,1.558312739692169,181.36566650561858,76.20352669667929,75.92095591076288,59.37922690633096,55,58,No,59.6,57.22,47.88,35.21,41.05,34.58,52.7,79.72,51.25,44.84,66.6,54.71,58.57,79.33,23.24,29.69,45.72,70.41,46.79,62.05,29.96,62.13,51.54,38.88,69.75,62.74,51.91,47.84,26.88,43.77,28.75,50.78,55.52,58.71,51.03,73.93,28.91,50.32,68.82,59.43,41.6,60.92,42.73,51.03,59.99,28.07,65.39,62.7,23.16,-0.81,18.67,50.81,77.64,62.74,67.17,63.33,56.23,17.2,68.08,41.42,33.42,44.43,62.68,50.48,52.16,49.56,70.38,24.05,50.03,59.59,53.43
P100466,Player_0467,30,Marítimo,Francia,GK,Izquierdo,14,1218,0.0,1.0,19,1062,77.13404302233369,21,9,7,5,0,0,3795.0,182.7867551802144,172.85414941066665,80.88038187857255,72.09991400197093,51.11003445123512,71,80,No,43.67,51.05,38.35,34.24,29.27,30.91,38.89,26.82,55.06,38.53,61.09,66.74,55.75,62.58,40.53,26.62,25.02,43.44,50.23,48.49,53.67,63.69,73.74,58.92,55.24,43.82,27.79,41.13,46.35,21.97,40.29,67.98,49.09,55.3,70.03,51.53,50.89,57.36,91.84,50.15,48.23,58.42,60.2,47.88,50.65,48.1,61.38,21.04,70.26,52.29,17.3,16.52,48.76,20.28,72.08,83.26,29.22,35.13,41.74,50.3,53.49,35.17,70.16,60.59,68.01,50.0,71.37,48.34,29.11,66.91,33.63
P100467,Player_0468,23,Rangers,Portugal,DEF,Izquierdo,19,1216,0.0,2.0,22,743,,20,5,11,7,1,0,242.0,4.016981387292241,180.9664602528776,63.276563074400784,65.82358773052019,83.79745267579996,72,81,No,55.87,33.2,57.77,77.53,40.73,63.32,48.32,38.55,63.58,25.68,28.66,76.51,43.95,67.87,48.24,11.94,60.2,55.52,38.79,66.44,64.03,38.67,66.24,53.3,51.04,38.94,36.26,71.28,55.75,64.16,42.81,57.56,44.77,60.0,28.96,29.22,33.41,49.82,16.72,56.91,59.2,23.79,43.91,77.85,43.41,34.88,44.37,67.58,32.77,58.29,56.35,49.84,44.34,63.91,32.91,56.05,26.74,64.47,61.36,43.74,46.5,57.17,29.66,45.53,49.97,24.4,63.47,81.2,86.07,20.73,67.41
P100468,Player_0469,22,Porto Azul,España,GK,Izquierdo,23,1863,0.0,1.0,19,966,,25,11,10,7,1,0,202.0,3.907938036257066,184.91067748153864,66.94647256607132,70.30410776679214,70.92211308014616,77,83,No,56.56,63.54,55.02,51.45,55.48,74.21,50.32,38.0,30.61,38.48,36.38,40.11,47.31,61.44,35.76,36.69,47.44,49.83,61.81,53.34,56.72,52.28,29.12,26.33,17.52,31.73,45.12,54.0,13.37,37.39,41.64,41.72,41.86,28.62,46.09,35.9,68.64,66.5,36.84,38.7,76.31,28.55,50.65,71.98,36.08,25.84,41.63,45.69,52.19,51.44,55.58,10.39,50.57,38.85,69.33,60.94,64.37,64.67,51.94,42.74,47.47,63.82,45.44,51.03,48.35,45.87,68.66,41.97,33.03,60.06,47.64
P100469,Player_0470,22,Porto Azul,Perú,MID,Derecho,14,854,6.0,6.0,26,853,,10,4,12,9,0,1,1836.0,70.11277442924882,185.60583253734717,85.22484412572577,55.24987968317324,52.34629341334174,64,72,No,57.12,42.41,75.33,62.03,51.63,67.14,53.78,44.03,24.51,56.37,35.53,49.83,48.31,44.32,54.81,77.06,52.5,48.7,46.63,50.32,65.91,-0.42,46.1,15.03,42.84,50.82,65.16,61.58,70.19,44.73,36.23,41.19,59.66,70.94,56.44,42.66,29.33,46.47,60.19,31.07,79.96,46.97,65.07,33.93,43.07,69.93,32.28,58.26,36.96,36.3,48.84,40.08,54.6,46.45,38.98,47.19,72.8,35.98,33.95,35.14,35.5,36.25,30.05,63.21,52.62,49.26,86.01,58.88,103.31,69.4,31.79
P100470,Player_0471,19,Atlético Norte,Argentina,FWD,Izquierdo,25,1725,7.0,4.0,34,845,70.47933864424627,23,9,11,4,1,0,162.0,4.5374133671229595,173.18285772959618,60.20776656829858,71.21600170549831,78.4067352770981,60,60,No,61.37,50.49,59.64,38.76,43.66,55.72,67.7,63.7,55.74,19.14,36.88,38.24,65.21,34.08,26.96,55.83,57.45,38.68,43.37,73.98,29.36,34.41,59.17,51.73,48.99,26.79,35.64,45.33,78.47,42.03,27.76,43.34,39.25,58.65,10.81,39.81,71.41,59.34,50.95,41.64,60.12,59.57,33.15,66.47,83.51,43.98,34.85,62.05,63.98,46.07,31.99,56.53,6.44,52.12,2.1,43.61,68.1,82.33,65.76,52.52,57.21,53.45,34.54,56.35,44.75,61.93,67.15,43.34,48.89,53.66,53.32
P100471,Player_0472,33,Real Verde,México,MID,Derecho,20,1380,4.0,4.0,24,917,74.1543175704527,15,11,13,10,2,0,200.0,5.757761989639063,168.12227455559153,77.73868722660215,83.29881308210041,74.06461929777278,55,57,No,91.59,52.06,52.24,58.46,61.85,45.74,55.51,60.81,73.5,57.78,44.39,78.22,69.59,64.95,54.34,49.31,26.89,68.12,3.94,53.24,45.73,58.0,46.17,52.25,42.2,51.97,38.41,49.39,37.6,76.64,26.3,35.94,44.38,42.7,62.45,50.02,38.58,44.46,59.54,16.97,33.31,44.9,53.27,49.39,53.54,48.0,60.76,45.59,38.84,31.5,45.32,47.86,44.8,25.18,53.99,49.65,58.76,46.41,34.68,48.27,78.03,39.16,45.35,36.27,48.62,36.94,45.61,66.56,60.7,47.9,48.73
P100472,Player_0473,28,City Club,Portugal,FWD,Derecho,24,2136,5.0,6.0,32,411,79.08108512357387,15,8,19,9,1,0,50.0,1.4055809092285159,165.9252065901373,77.41687121121312,61.30408570035698,82.43796188814824,59,68,No,52.65,54.6,49.61,45.27,59.58,63.96,37.89,84.92,33.74,49.05,59.17,54.0,35.4,53.16,72.58,46.89,28.64,28.85,66.67,44.72,49.52,54.7,11.17,65.57,77.11,43.88,48.22,60.55,42.96,66.36,57.71,68.88,32.53,55.3,56.21,60.64,48.08,36.2,27.87,41.83,40.46,43.67,47.17,30.79,34.57,43.1,56.0,40.29,55.91,75.96,49.59,74.45,67.85,58.0,42.82,46.42,63.59,50.97,78.78,45.23,48.14,78.23,34.94,80.93,17.41,37.25,33.09,24.92,39.65,43.09,52.75
P100473,Player_0474,16,Rangers,Chile,DEF,Izquierdo,22,2046,1.0,1.0,16,1539,89.97075170706802,15,11,10,8,0,0,361.0,5.893343329582248,182.33041184832933,75.69330447387735,67.54295787315104,78.90205843359902,72,72,No,45.81,73.3,20.07,73.05,70.74,33.53,45.36,33.21,42.98,70.54,47.56,19.35,60.97,53.22,32.17,73.36,60.41,45.16,53.68,68.94,58.61,27.64,38.94,20.74,46.87,20.67,51.51,62.12,47.74,30.84,49.2,53.41,63.68,39.8,57.49,32.63,36.07,68.74,78.89,38.59,67.27,60.22,42.54,48.69,57.7,59.23,70.19,35.99,63.05,61.19,72.18,45.02,66.83,71.8,54.27,53.47,49.98,62.74,66.87,59.07,59.86,39.99,40.31,31.7,80.35,44.13,60.4,35.59,42.69,32.37,37.27
P100474,Player_0475,25,Laguna FC,México,FWD,Derecho,12,768,11.0,,38,1096,66.67783410583286,17,5,16,10,2,0,61.0,0.777576937895148,178.90046860960612,67.78517404462644,72.80368803486671,76.07504897833343,68,74,Sí,51.02,40.62,39.51,50.25,53.98,16.01,25.2,68.08,44.72,40.65,54.84,68.04,24.38,31.05,42.37,69.77,74.76,50.8,56.23,40.55,48.62,50.19,32.55,54.51,61.49,59.61,35.73,40.77,43.16,54.42,53.21,67.53,52.75,69.11,69.14,41.14,51.57,47.29,58.21,58.13,57.94,49.18,52.2,77.05,43.62,42.82,39.39,59.75,56.27,51.25,42.5,53.82,58.68,34.32,59.32,31.45,78.82,47.9,69.5,49.07,69.81,73.06,57.42,36.63,37.59,55.08,51.88,63.9,48.12,56.89,50.26
P100475,Player_0476,26,Independiente,México,DEF,Izquierdo,22,1738,,2.0,31,1104,77.2362506614966,27,10,13,8,2,0,161.0,7.67319837466114,169.4873510727251,78.05274541163578,86.7471061139119,69.97274562655575,75,75,No,18.46,59.2,46.35,78.45,50.03,36.89,40.77,51.19,39.6,44.59,40.98,58.6,79.76,48.09,36.6,48.93,35.39,97.01,66.33,73.3,62.61,32.21,56.24,56.28,66.35,55.45,37.58,80.88,62.83,45.14,50.09,57.55,45.16,51.93,55.11,47.43,60.99,45.43,40.79,65.02,59.65,49.72,40.27,62.89,49.26,46.53,41.38,32.19,65.23,36.96,29.47,48.67,54.39,72.71,54.72,19.66,35.32,72.87,49.64,34.01,29.87,58.94,36.22,48.51,44.17,76.44,33.72,70.93,83.69,34.26,28.55
P100476,Player_0477,26,Independiente,Francia,DEF,Izquierdo,18,1512,,1.0,30,1020,78.73188717024046,15,8,11,7,0,0,816.0,35.510702582365965,169.70276211625583,70.78903771743573,73.29175565208433,84.83561227843259,74,78,No,41.44,34.6,57.4,46.38,57.08,41.72,41.81,62.13,27.22,49.82,56.28,66.73,54.87,34.77,42.11,22.52,39.94,66.11,69.73,45.91,77.13,40.45,52.87,18.67,48.78,50.98,40.21,67.11,23.61,23.18,51.58,16.71,60.98,46.94,60.37,51.17,54.71,48.6,67.97,66.02,55.75,54.42,60.54,47.86,55.25,39.76,30.4,48.41,65.13,60.35,33.79,39.48,44.09,28.87,38.79,31.05,44.74,42.62,62.44,54.09,66.09,17.98,33.71,55.19,54.1,45.06,64.47,49.27,84.24,51.52,40.58
P100477,Player_0478,31,Independiente,España,MID,Izquierdo,15,1140,5.0,3.0,29,1006,86.09803473983904,22,12,25,8,0,0,,10.371826825723408,176.639937482467,83.77021542509986,58.71651081635086,74.65163119195053,70,72,No,53.1,63.44,80.86,80.38,36.52,53.74,61.81,51.63,39.86,10.0,70.19,77.73,61.05,49.65,41.71,51.94,70.04,58.27,17.35,74.05,60.18,33.92,58.87,53.12,53.06,34.88,46.08,25.82,68.39,37.14,66.83,59.22,44.06,38.77,53.14,66.27,62.19,58.48,47.55,62.24,26.86,53.69,50.13,31.65,44.76,75.38,58.57,64.09,43.31,24.81,72.52,39.01,45.05,29.77,70.89,54.96,48.02,59.2,44.45,40.93,32.28,30.36,66.06,69.02,24.56,49.23,51.58,40.25,37.77,51.52,39.55
P100478,Player_0479,25,Independiente,España,FWD,Derecho,17,1241,8.0,5.0,38,675,94.03871323410739,19,11,16,7,2,0,942.0,21.825348679141424,170.63210471077878,75.68837000392786,81.56386752453372,66.10741867820201,74,77,No,61.27,35.63,73.54,30.99,33.19,34.28,57.57,31.68,73.26,68.89,63.58,25.06,53.88,17.49,71.29,54.64,57.54,43.48,51.69,50.42,53.09,58.67,27.17,52.41,69.88,43.37,71.11,26.49,77.2,30.99,51.59,54.38,50.9,38.74,66.57,37.02,89.02,35.03,65.53,28.67,39.18,2.99,68.84,58.85,18.26,31.46,20.24,45.08,44.56,65.74,47.99,75.89,30.87,44.91,40.88,41.29,61.73,59.42,27.87,48.19,52.56,70.61,74.86,56.48,52.31,56.96,34.93,41.61,35.66,66.82,44.48
P100479,Player_0480,24,Real Verde,Francia,GK,Izquierdo,23,1564,0.0,,25,1054,75.2529462705556,19,17,18,14,0,1,1192.0,45.09662897984131,174.56516894351526,77.06788903487629,71.52661459609713,70.2809021486298,66,73,No,56.7,62.14,53.93,67.69,55.46,41.72,38.71,67.26,47.25,78.75,33.43,68.77,43.6,56.11,30.47,22.42,72.2,43.42,64.78,40.15,64.8,43.57,31.84,59.7,64.17,59.61,47.83,23.77,33.97,39.47,46.13,66.96,48.24,18.4,11.14,39.58,42.3,55.33,28.21,29.26,56.8,70.01,20.55,38.47,66.67,64.0,36.11,67.4,50.67,59.9,39.44,54.39,32.51,41.79,45.55,52.1,86.1,88.4,44.18,72.19,33.36,55.99,39.72,43.24,89.91,44.2,40.25,35.0,38.46,28.67,53.34
P100480,Player_0481,25,Independiente,España,GK,Izquierdo,21,1407,0.0,1.0,28,1101,73.40650946690634,25,15,12,9,2,0,,59.02403772423739,187.1753640358989,73.18980150478956,61.00833631174666,71.76003853001052,61,62,No,41.32,62.24,51.81,54.97,27.94,37.54,51.28,52.79,56.01,71.09,48.59,55.44,50.88,46.25,46.84,38.24,48.24,46.72,47.72,23.87,48.52,36.84,49.07,33.58,50.75,45.55,40.61,54.34,55.63,49.26,58.53,43.8,56.0,49.37,35.01,37.98,67.48,73.65,60.7,41.25,71.42,59.19,55.03,77.63,37.1,61.59,37.78,40.9,89.03,57.54,77.74,58.15,56.04,40.61,64.67,50.38,51.21,46.08,48.49,50.37,51.84,49.24,26.65,58.13,48.15,0.24,26.18,42.9,69.18,59.12,39.69
P100481,Player_0482,24,Deportivo Sol,Portugal,DEF,Derecho,17,1275,0.0,0.0,15,1331,86.53402953013699,15,10,18,6,1,0,844.0,37.92841660865282,177.48768097600092,69.16548597469854,77.36749219030277,79.42843514374016,63,66,No,72.66,57.58,62.24,78.04,33.51,67.53,46.53,78.78,65.76,64.27,38.81,47.07,56.13,41.57,60.2,77.04,40.62,39.32,41.24,72.25,47.06,74.34,61.6,56.67,78.38,38.79,23.59,39.46,47.01,54.12,61.56,55.86,57.59,49.2,59.46,54.7,69.42,58.33,61.49,89.62,45.58,65.08,51.58,46.28,48.13,61.97,47.94,24.54,43.05,71.36,60.66,16.33,39.55,33.77,22.05,49.06,68.39,35.66,41.62,45.41,23.25,82.35,62.73,52.66,39.94,30.76,38.28,66.58,40.16,48.93,50.82
P100482,Player_0483,38,Independiente,Perú,DEF,Izquierdo,18,1134,1.0,1.0,28,821,85.34415850436359,23,14,10,7,0,2,789.0,31.208474113086254,173.60761604626103,64.60628802993864,76.73727056277781,81.6720964688962,84,84,No,39.96,40.54,44.57,41.76,43.03,53.63,54.13,63.67,82.82,44.47,49.02,22.43,30.62,47.81,56.95,57.37,59.26,68.86,75.59,46.35,37.97,59.82,64.01,52.04,47.32,42.44,49.37,60.35,39.98,37.99,58.99,37.28,52.27,51.47,50.01,40.36,76.01,55.97,42.28,54.96,77.48,51.34,73.0,32.78,37.23,17.89,79.64,24.47,52.61,76.06,64.57,55.64,69.25,39.97,57.77,48.31,48.0,52.86,67.63,73.5,45.99,33.67,37.71,79.22,72.21,33.63,74.92,39.33,59.97,39.31,82.44
P100483,Player_0484,22,Atlético Norte,Uruguay,GK,Derecho,31,2263,1.0,3.0,25,685,83.3323166839013,21,8,22,6,0,1,686.0,20.59024252690892,169.22264416172183,81.59095745543587,81.9424802311372,71.77192641940229,63,71,No,37.03,35.7,30.34,50.87,73.26,47.71,53.92,86.94,21.43,52.88,67.17,54.69,25.6,78.93,62.59,54.03,29.27,84.37,58.8,56.69,58.78,64.37,51.71,48.23,16.37,38.22,79.71,37.54,45.55,32.71,57.65,46.16,45.63,37.99,56.26,72.08,24.61,45.45,47.57,38.54,67.35,67.54,53.44,39.82,67.22,45.58,64.68,86.64,50.01,52.37,39.53,65.28,53.17,31.14,39.29,79.38,46.32,33.56,52.81,42.03,47.22,58.12,55.07,50.51,40.81,23.29,78.81,77.91,50.36,62.52,49.51
P100484,Player_0485,21,City Club,Chile,FWD,Izquierdo,30,2190,6.0,3.0,33,1022,74.80041105844695,19,7,14,3,1,0,,11.710246765843504,180.0851754890521,80.1031910480756,66.20455156472666,61.61061568036521,69,74,No,57.77,40.28,40.64,48.68,48.89,34.08,48.02,62.12,50.1,59.29,54.76,67.63,57.14,35.81,28.15,77.61,35.64,46.05,49.11,40.7,66.53,50.48,26.62,54.49,47.47,57.91,78.91,38.78,30.74,93.83,32.71,78.34,80.65,44.84,67.77,34.14,58.29,64.44,34.41,69.17,64.16,76.09,53.41,14.66,53.58,48.04,67.02,31.2,86.55,53.28,72.72,24.77,46.96,78.34,37.84,30.24,50.5,65.23,44.65,47.98,51.51,45.5,58.73,30.13,31.77,55.55,41.55,66.01,43.81,57.86,58.65
P100485,Player_0486,23,Marítimo,Brasil,FWD,Derecho,13,1157,7.0,2.0,33,985,75.64025722015815,22,10,19,7,0,0,332.0,9.3316598348118,182.48608030765138,65.7775148698471,65.827561834284,88.62549556812769,74,79,No,35.31,38.51,73.29,39.62,36.98,72.19,40.45,49.94,74.39,36.29,46.45,40.85,45.07,50.59,70.1,74.63,52.34,39.1,60.17,50.08,50.57,34.52,25.74,49.72,33.96,42.05,72.24,48.95,66.61,54.44,58.76,41.75,67.29,54.66,46.03,54.65,39.27,45.59,49.17,42.11,73.38,43.77,81.24,51.01,46.49,42.43,56.34,63.41,11.93,50.07,20.18,64.73,65.0,50.61,53.13,28.55,41.79,40.82,43.26,63.08,69.23,59.16,45.15,38.81,51.36,54.45,46.69,40.11,59.23,60.7,30.32
P100486,Player_0487,23,Marítimo,México,FWD,Derecho,20,1660,7.0,4.0,38,1233,70.92815498996787,12,13,9,7,2,1,252.0,11.572420400351314,176.5945467277617,71.84044164345225,73.76820792140126,70.87834339078354,52,60,No,77.08,32.99,45.84,46.46,50.32,22.51,44.6,46.11,29.11,56.09,63.9,49.94,31.37,48.45,61.0,60.48,49.3,56.15,40.47,61.18,43.87,38.54,64.28,52.0,51.23,58.01,48.99,36.02,46.63,27.66,67.59,33.36,79.15,38.16,59.25,78.17,53.92,45.17,50.49,37.02,19.61,58.94,19.61,29.47,50.86,40.1,57.36,73.99,46.16,40.88,76.53,60.25,63.86,62.67,46.3,44.36,35.74,60.9,55.78,59.69,21.93,63.96,43.11,18.5,30.51,42.48,39.25,50.19,56.88,48.28,42.91
P100487,Player_0488,25,Atlético Norte,México,DEF,Izquierdo,18,1206,1.0,0.0,25,1046,69.007737468042,16,9,14,7,0,1,122.0,2.0304837192992258,185.72725738659787,78.18515818358048,75.82521203631826,79.27585230689424,81,89,No,54.86,44.32,54.59,49.11,57.19,44.6,75.64,58.76,39.4,65.02,32.66,37.18,37.99,69.93,47.32,40.57,52.46,58.13,73.84,27.55,68.95,18.99,63.59,67.45,68.23,58.53,34.02,61.21,33.99,35.92,43.16,44.51,53.61,39.57,54.95,29.42,50.58,45.91,65.21,66.72,47.45,20.61,27.89,66.86,47.85,76.24,63.45,53.83,51.93,32.77,40.53,56.24,44.82,57.02,65.44,47.31,43.53,36.56,62.52,61.3,82.81,52.65,48.55,57.01,45.68,36.72,51.33,56.87,57.86,56.66,65.96
